FOS_StandardDeviation,FOS_Skewness,FOS_MinimalGrayLevel,FOS_10Percentile,FOS_Smoothness,GLCM_Contrast_Mean,GLCM_InverseDifferenceMoment_Mean,GLCM_Information1_Mean,GLCM_MaximalCorrelationCoefficient_Mean,GLCM_ASM_0,GLCM_Contrast_0,GLCM_InverseDifferenceMoment_0,GLCM_DifferenceVariance_0,GLCM_DifferenceEntropy_0,GLCM_Information2_0,GLCM_SumOfSquaresVariance_45,GLCM_SumAverage_45,GLCM_DifferenceVariance_45,GLCM_MaximalCorrelationCoefficient_45,GLCM_Correlation_90,GLCM_SumAverage_90,GLCM_SumVariance_90,GLCM_DifferenceVariance_90,GLCM_Information1_90,GLCM_SumVariance_135,GLCM_SumEntropy_135,GLCM_Information1_135,GLCM_MaximalCorrelationCoefficient_135,GLDS_Contrast,GLRLM_LongRunEmphasis,GLRLM_RunPercentage,GLRLM_HighGrayLevelRunEmphasis,GLRLM_ShortRunHighGrayLevelEmphasis,Class
36.90793205693099,-0.019691749064531573,35.0,75.0,0.9992664294757296,31.548629875135088,0.3053792639383251,-0.42505413144949694,4.765944982095106,0.0008844451416885164,18.63156165283825,0.3582545615260867,0.0006287093988444272,3.0529174370697816,0.9994109288123468,1354.3419636044746,258.4729337907658,0.00045091625621132683,4.915345619874429,0.9902903616384188,258.4112827942615,5392.369303405867,0.0005446578045419843,-0.4380935177652971,5373.536765802871,8.143897542168174,-0.3920616995179457,4.915328528126684,8438410.0,1.5284253809478234,1.7670508744038156,18007.570851837056,16454.36292302154,Positif
32.54269120856812,-0.8176251664010963,55.0,94.0,0.9990566275813644,7.3443864051617505,0.4512903219272965,-0.5267262985646757,3.6805147084364704,0.002236973252731346,4.3464538295071735,0.5179788845512855,0.0010457231904471374,2.239126814464667,0.9998028528526892,1053.203319977616,297.00118643045306,0.0007724985031431418,3.897603771531687,0.9970801972740588,296.9284898378065,4209.711359982059,0.0009338148508232473,-0.5426330394134259,4202.972674937337,7.823437749095317,-0.4949032403985133,3.936950891293996,3288817.25,2.1622847563748633,2.03941615452151,22911.8834766906,19303.384861093364,Positif
23.357993523055164,-0.3074626911688645,64.0,107.0,0.9981704947465272,4.015827358059251,0.526264849025476,-0.5473103766939911,2.8077290840211755,0.0035545066749384313,2.7418908326282763,0.576181857869826,0.0014775294911804865,1.9801449637645412,0.9996785657573062,542.7840434637728,276.4394058369324,0.0011823789355598704,3.0247977253876823,0.9971424605698804,276.38632114940157,2169.0643278180505,0.0014345620963028926,-0.5734053436133759,2165.855748936621,7.274175794628168,-0.5140397290662256,2.9970544012500286,1289595.25,2.702397613586016,1.5942798950566144,18946.27628918753,14815.892919313088,Positif
17.411837620986965,0.2782032457697282,69.0,112.0,0.9967123873785688,22.176335235267878,0.42042501079027617,-0.4291807805270873,3.328574414484593,0.002550536089890237,13.519331836363488,0.4634245536175158,0.0009258134110230316,2.60824952537828,0.998346875728074,300.74696700496133,268.0455597490364,0.0007364378204528921,3.3439181672630376,0.9678971688927128,268.0263096474073,1183.5290500177946,0.0008986179588443225,-0.4567630947637926,1171.8311209246313,7.1256275249064105,-0.3936943604840133,3.2549700623318683,5503906.75,1.9834612886755203,1.5602636645840702,18261.46695843005,15744.9702620998,Positif
14.841482107118942,-0.7204188416489736,39.0,79.0,0.9954806261679868,6.081900845646824,0.4098335787568097,-0.4378235758753479,2.9610420139677776,0.002941104283054115,4.4852517581371165,0.4521790215230057,0.0016473002817645175,2.322952143054064,0.9980043015205714,218.93157325888203,195.87022789955003,0.0012894234454927495,3.186279729598549,0.9897010838617024,195.82059903827388,872.5184685707644,0.0016391388138517172,-0.4702598315774939,868.0564156194378,6.850490791160107,-0.4047219665790313,3.1637369591327342,2054320.0,1.8226410672812297,1.861185230105788,9601.064570824548,8260.297031653336,Positif
31.877374378520738,-0.5123464827497493,55.0,90.0,0.9990168772653012,4.000236533874055,0.5203073918391935,-0.583011213535393,2.8217014163646663,0.002257141295573551,2.6401268956979256,0.5735097565891593,0.001535089483554671,1.98667102247578,0.9998945382698168,1009.506269980826,277.1550577664668,0.0012213567949694664,2.999351310805048,0.9983884854492772,277.05249148870325,4038.8774984349584,0.0014664387629203096,-0.6039893472697,4032.958417530477,7.814087653053757,-0.5529589738550427,3.004483178387109,516083.75,2.6760643869215928,1.0184722222222222,19167.21761829268,14906.338387927932,Positif
23.305981732332878,-0.8683954459841071,56.0,111.0,0.9981623348702288,9.515975390006089,0.4514997071450492,-0.4881206873602405,3.8678046680576346,0.0035762989467670093,6.192900133589338,0.5007571882374527,0.0009773454683722114,2.4225182131908323,0.99938505525468,538.8188295092224,295.70353468463287,0.000769416850878162,4.073870307271375,0.992779429696364,295.6117271891518,2154.1895395588213,0.0009284080536733752,-0.5105225955009735,2142.8450868569635,7.330760802601124,-0.4547568222124089,4.080451320722744,1984650.5,2.2469695229042608,1.377491651682507,21564.4277792141,17704.08274455728,Positif
18.62643063812191,-0.4979418820424437,37.0,65.0,0.9971259736200084,5.97177002881274,0.4133788296634139,-0.466907001079229,2.9850721579285104,0.0023029906958161725,4.3794210715393005,0.4565785287134001,0.0016264951176847438,2.3052354120295604,0.9989332828202212,345.2693738778562,187.09981541221734,0.0012713849981191125,3.2096603441142033,0.993528762160376,187.06164525130043,1377.1763768288804,0.0016064203316932626,-0.4968837520348973,1373.4790752202898,7.144039134308982,-0.4346158583152893,3.1992367021838146,2424568.5,1.839445643081676,2.0343859487368614,8889.039546689088,7626.688389591912,Positif
31.149524599385906,-0.3584828148753028,68.0,100.0,0.9989704444274826,3.4062620158532075,0.5446450168754231,-0.60353853288784,3.275353250242511,0.0024936239179231988,2.1717082640044385,0.5998790287849495,0.0012764396969672494,1.8616474120765407,0.9999246230422292,964.4983799721996,295.9629250000001,0.001001895067696277,3.4715664730311824,0.9985766753252134,295.8648973932335,3858.334747840287,0.0012193817389520279,-0.6255263932127766,3853.781078733314,7.862992980106088,-0.577182317173063,3.5205084136756644,1226992.25,2.8336462451757902,1.6584907507096016,22500.55204826149,17614.954469630167,Positif
32.74362319010732,-0.4290977351524041,40.0,104.0,0.999068159353288,12.428288334086275,0.39875499020265975,-0.4940685614739802,3.968799473962517,0.0014498191491478,8.038579803589858,0.4492618371027075,0.0008538347867839039,2.5803711007355337,0.9997065948713304,1064.0531806493748,290.81259993604095,0.0006374178541038669,4.19805056800681,0.9955272355738676,290.7111150517804,4255.916822121668,0.0008069428218313642,-0.5172318230828991,4239.846279352321,7.9848467755144705,-0.4646510849850612,4.190116722466786,3500024.25,1.8794173550789408,1.6928645142267431,22178.932410332218,19380.490167010026,Positif
