FOS_Mean,FOS_Mode,FOS_Median,FOS_Variance,FOS_StandardDeviation,FOS_Skewness,FOS_Kurtosis,FOS_Energy,FOS_Entropy,FOS_MinimalGrayLevel,FOS_MaximalGrayLevel,FOS_CoefficientOfVariation,FOS_10Percentile,FOS_25Percentile,FOS_75Percentile,FOS_90Percentile,FOS_HistogramWidth,FOS_Smoothness,GLCM_ASM_Mean,GLCM_Contrast_Mean,GLCM_Correlation_Mean,GLCM_SumOfSquaresVariance_Mean,GLCM_InverseDifferenceMoment_Mean,GLCM_SumAverage_Mean,GLCM_SumVariance_Mean,GLCM_SumEntropy_Mean,GLCM_Entropy_Mean,GLCM_DifferenceVariance_Mean,GLCM_DifferenceEntropy_Mean,GLCM_Information1_Mean,GLCM_Information2_Mean,GLCM_MaximalCorrelationCoefficient_Mean,GLCM_ASM_0,GLCM_Contrast_0,GLCM_Correlation_0,GLCM_SumOfSquaresVariance_0,GLCM_InverseDifferenceMoment_0,GLCM_SumAverage_0,GLCM_SumVariance_0,GLCM_SumEntropy_0,GLCM_Entropy_0,GLCM_DifferenceVariance_0,GLCM_DifferenceEntropy_0,GLCM_Information1_0,GLCM_Information2_0,GLCM_MaximalCorrelationCoefficient_0,GLCM_ASM_45,GLCM_Contrast_45,GLCM_Correlation_45,GLCM_SumOfSquaresVariance_45,GLCM_InverseDifferenceMoment_45,GLCM_SumAverage_45,GLCM_SumVariance_45,GLCM_SumEntropy_45,GLCM_Entropy_45,GLCM_DifferenceVariance_45,GLCM_DifferenceEntropy_45,GLCM_Information1_45,GLCM_Information2_45,GLCM_MaximalCorrelationCoefficient_45,GLCM_ASM_90,GLCM_Contrast_90,GLCM_Correlation_90,GLCM_SumOfSquaresVariance_90,GLCM_InverseDifferenceMoment_90,GLCM_SumAverage_90,GLCM_SumVariance_90,GLCM_SumEntropy_90,GLCM_Entropy_90,GLCM_DifferenceVariance_90,GLCM_DifferenceEntropy_90,GLCM_Information1_90,GLCM_Information2_90,GLCM_MaximalCorrelationCoefficient_90,GLCM_ASM_135,GLCM_Contrast_135,GLCM_Correlation_135,GLCM_SumOfSquaresVariance_135,GLCM_InverseDifferenceMoment_135,GLCM_SumAverage_135,GLCM_SumVariance_135,GLCM_SumEntropy_135,GLCM_Entropy_135,GLCM_DifferenceVariance_135,GLCM_DifferenceEntropy_135,GLCM_Information1_135,GLCM_Information2_135,GLCM_MaximalCorrelationCoefficient_135,GLDS_Homogeneity,GLDS_Contrast,GLDS_ASM,GLDS_Entopy,GLDS_Mean,GLRLM_ShortRunEmphasis,GLRLM_LongRunEmphasis,GLRLM_GrayLevelNo-Uniformity,GLRLM_RunLengthNonUniformity,GLRLM_RunPercentage,GLRLM_LowGrayLevelRunEmphasis,GLRLM_HighGrayLevelRunEmphasis,GLRLM_Short owGrayLevelEmphasis,GLRLM_ShortRunHighGrayLevelEmphasis,GLRLM_LongRunLowGrayLevelEmphasis,GLRLM_LongRunHighGrayLevelEmphasis,Class
129.6992106996195,148.0,134.0,1362.1954487190342,36.90793205693099,-0.019691749064531573,2.9594770078868518,0.00844879331394999,4.972714312646941,35.0,255.0,0.28456558723714165,75.0,104.0,153.0,170.0,169.71543441276285,0.9992664294757295,0.0007145168867137039,31.54862987513509,0.9883558699406254,1354.9144303826288,0.3053792639383251,258.4509355165452,5388.109091655377,8.14571464661343,11.261918767996846,0.0005160666514754685,3.3613867014416137,-0.42505413144949694,0.9987365332060981,4.765944982095107,0.0008844451416885164,18.63156165283825,0.9931314627865712,1356.297641979545,0.3582545615260867,258.4467188935274,5406.559006265321,8.148037030390896,10.930474170774083,0.0006287093988444271,3.052917437069781,-0.47153273530512096,0.9994109288123467,4.590413093561464,0.0006129790388451084,37.39656327046757,0.9861938253870048,1354.3419636044746,0.2719125641583965,258.4729337907658,5379.971291147449,8.14424643859752,11.451040227275753,0.0004509162562113268,3.531885724372689,-0.39852857320962387,0.998324303111404,4.91534561987443,0.0007583742306726124,26.30669215775599,0.9902903616384187,1354.6689988909093,0.32258694181509234,258.4112827942615,5392.369303405867,8.146677575297128,11.168877431819741,0.0005446578045419843,3.270876988826763,-0.4380935177652971,0.999049105981373,4.6426926868178455,0.000602269135648578,43.859702419478566,0.9838078299505071,1354.3491170555862,0.26876298825372485,258.4728065876261,5373.53676580287,8.143897542168174,11.4972832421178,0.00043998314630413603,3.5898666554972207,-0.39206169951794584,0.9981617949192688,4.915328528126685,82489.0168431178,8438410.0,9791063551.0,-2729081.348657142,946605.0,0.9053019662663935,1.5284253809478234,1918.5113164858212,182641.65791598632,1.7670508744038156,8.326632617322947e-05,18007.570851837056,7.459648467255883e-05,16454.36292302154,1.0,26618.871446035857,Positif
149.03480476458793,159.0,157.0,1059.026751096217,32.54269120856812,-0.8176251664010963,3.1902365971937834,0.011597387763690662,4.74779624543989,55.0,250.0,0.21835631790823515,94.0,135.0,169.0,181.0,180.78164368209175,0.9990566275813645,0.001806965356214278,7.34438640516175,0.9965141262111683,1053.5408245761846,0.4512903219272965,296.9771928412527,4206.818911899572,7.824422275439314,10.05894739978515,0.0008821340314497065,2.5206233297772602,-0.5267262985646757,0.9995854204752145,3.6805147084364704,0.002236973252731346,4.346453829507173,0.9979377051233813,1053.790580286579,0.5179788845512855,296.9779064319657,4210.815867316793,7.825657892792791,9.736452806365874,0.0010457231904471371,2.239126814464667,-0.5740098739053154,0.9998028528526892,3.2065447201613324,0.0015157696671881196,9.037534548363244,0.9957095014908603,1053.203319977616,0.4043627965785238,297.00118643045306,4203.775745362102,7.823398414368535,10.27267215932619,0.0007724985031431417,2.6975137382501524,-0.49535904054144814,0.999422505862714,3.8976037715316867,0.0019326546744820757,6.154748678133994,0.9970801972740589,1053.9665271650556,0.4758777306305957,296.9284898378065,4209.711359982059,7.825195045500612,9.950879916961034,0.0009338148508232471,2.4337852638444963,-0.5426330394134259,0.9996974235288177,3.6809594507588668,0.0015424638304555706,9.838808564642587,0.9953291009563723,1053.2028708754879,0.406941875948781,297.0011886647854,4202.972674937337,7.8234377490953175,10.275784716487504,0.0007764995813853002,2.7120675025497247,-0.49490324039851324,0.9994188996566372,3.9369508912939963,203150.6702909919,3288817.25,45417732697.0,-5058165.374067636,809177.75,0.8386470346847031,2.162284756374863,3794.1160208438023,230337.6770155755,2.03941615452151,5.719982093111828e-05,22911.8834766906,4.770190962215964e-05,19303.384861093364,1.0,49031.19938550626,Positif
138.73010223042445,160.0,144.0,545.5958614230867,23.357993523055157,-0.3074626911688645,1.764410501503546,0.015279381024432737,4.367136816373057,64.0,205.0,0.16837004476691425,107.0,115.0,159.0,165.0,164.8316299552331,0.9981704947465273,0.0030638503556689187,4.015827358059251,0.9963012091278468,542.8816496591326,0.526264849025476,276.4235693958552,2167.5107712784556,7.275000433197953,9.123955876361519,0.0013193932881609117,2.175329231383991,-0.547310376693991,0.9994405278359871,2.807729084021176,0.0035545066749384313,2.7418908326282763,0.9974748417546376,542.9146544896503,0.576181857869826,276.42933795351615,2168.9167271260376,7.275949003630815,8.887619167644134,0.0014775294911804863,1.980144963764541,-0.5850539345986976,0.9996785657573062,2.5754111951041754,0.0026588621471488366,4.9298926218832,0.9954586979101119,542.7840434637728,0.4824735408003911,276.4394058369324,2166.2062812331133,7.274058717612871,9.315583438248545,0.0011823789355598704,2.333444314307883,-0.5167424994976646,0.9992410385010401,3.0247977253876823,0.0034272711669324526,3.103527647913303,0.9971424605698805,543.0419638664753,0.5648123032785537,276.3863211494016,2169.0643278180505,7.275818216919959,8.96005913344225,0.0014345620963028924,2.0444962267278006,-0.573405343613376,0.9996276856107138,2.633653014342818,0.0026147614336559538,5.287998329812227,0.995128836276757,542.7859368166319,0.48159169415313324,276.4392126435707,2165.8557489366212,7.274175794628168,9.332561766111146,0.0011831026296003975,2.3432314207357394,-0.5140397290662256,0.9992148214748883,2.997054401250029,169902.30975583213,1289595.25,28696212258.0,-3599061.8444742896,430995.75,0.7931203991453701,2.702397613586016,3302.8155660690923,135769.44525741192,1.5942798950566144,5.983010995154161e-05,18946.27628918753,4.8147734920007105e-05,14815.892919313088,1.0,54404.835666147585,Positif
134.5456854689378,131.0,133.0,303.172089339617,17.411837620986965,0.2782032457697282,3.491011733865982,0.01667396379087883,4.270938253908793,69.0,240.0,0.12941208452950942,112.0,122.0,145.0,156.0,155.87058791547048,0.9967123873785689,0.0022296312232072003,22.176335235267878,0.9631491049677473,300.9897277797445,0.42042501079027617,268.0441770179284,1181.7825758837025,7.130404562073399,9.647104770344958,0.0008204337400292399,2.822276601049347,-0.4291807805270873,0.9972274026927388,3.3285744144845935,0.0025505360898902367,13.519331836363488,0.9775986276280918,301.7523125794287,0.4634245536175158,268.0594160207966,1193.4899184813548,7.135242079189699,9.430186526913484,0.0009258134110230315,2.60824952537828,-0.46496033963540134,0.9983468757280739,3.555371279702362,0.0019348999191532582,24.707653908807927,0.9589228543934063,300.74696700496133,0.3830102520826223,268.04555974903633,1178.2802141110296,7.1286565926683565,9.81736675188483,0.0007364378204528921,2.964752119664451,-0.40130532722514206,0.9963755629043727,3.3439181672630376,0.002524470204187202,19.307224891550167,0.9678971688927127,300.7090687273376,0.45653439291061265,268.0263096474073,1183.5290500177944,7.13209205152913,9.47674611332538,0.0008986179588443224,2.692498772220569,-0.4567630947637926,0.9981674263915136,3.1600381486411053,0.001908618679598104,31.171130304349937,0.9481777689567781,300.7505628072504,0.3787308445503538,268.0454226544733,1171.8311209246313,7.1256275249064105,9.864119689256139,0.0007208657697967135,3.023605986934088,-0.39369436048401324,0.9960197457469948,3.254970062331869,105129.61926487442,5503906.75,12516526863.5,-2607042.6908326824,601286.75,0.8531431896599391,1.9834612886755205,3207.9041386494628,136000.1127317871,1.5602636645840702,5.8747842260546964e-05,18261.466958430054,4.967482695224022e-05,15744.9702620998,1.0,34790.27719076664,Positif
98.30438802509349,108.0,99.0,220.2695911359317,14.841482107118942,-0.7204188416489736,3.370372719631748,0.020403924160995665,4.075622936415751,39.0,140.0,0.15097476730469508,79.0,89.0,109.0,115.0,114.84902523269531,0.9954806261679867,0.0025747460066627573,6.081900845646824,0.9861139510364924,219.01447556320454,0.40983357875680965,195.86284842003508,869.9760014071671,6.8529061569449565,9.156895431794476,0.0014663877207632596,2.4937248400181105,-0.4378235758753479,0.9968210074313798,2.9610420139677776,0.002941104283054115,4.485251758137116,0.9897566543573011,218.93490245263456,0.4521790215230057,195.89041290345475,871.2543580523925,6.85490506414935,8.960491107524806,0.0016473002817645177,2.3229521430540636,-0.4712708247501935,0.9980043015205714,2.73948745448721,0.0022212464804250015,7.651529649455945,0.9825252942379161,218.93157325888205,0.36866971799919157,195.87022789955,868.0747633860738,6.850272058016107,9.348565954799783,0.0012894234454927495,2.6614902161030347,-0.4050416805946729,0.9956567548098515,3.186279729598549,0.0029215365529336136,4.516253526624908,0.9897010838617024,219.25868052434998,0.4500314308982674,195.82059903827388,872.5184685707645,6.855956714454263,8.968077987996569,0.0016391388138517172,2.327883929589607,-0.4702598315774939,0.9979825478366354,2.7546639126526173,0.0022150967102382976,7.674568448369325,0.9824727716890496,218.93274601695157,0.3684541446067739,195.87015383886168,868.0564156194378,6.850490791160106,9.350446676856745,0.0012896883419440544,2.6625730713257374,-0.40472196657903126,0.9956404255584609,3.1637369591327342,139347.37874694163,2054320.0,24519412364.5,-3727485.4901529313,625833.5,0.8610518862521988,1.8226410672812299,5552.116343453567,192973.32683736677,1.861185230105788,0.000116730396193741,9601.064570824547,0.00010065382571052124,8260.297031653336,1.0,17564.434287823802,Positif
139.0717366255144,174.0,144.0,1016.1669972683706,31.87737437852074,-0.5123464827497493,2.158923665254387,0.009839285247880173,4.742974484066293,55.0,195.0,0.22921533269091607,90.0,114.0,166.0,176.0,175.77078466730907,0.9990168772653011,0.0019172535880439424,4.000236533874055,0.998019576015959,1010.1087667768879,0.5203073918391935,277.13059112885355,4036.434830573682,7.814727714295627,9.664359544124633,0.001358580105264774,2.1960660238770493,-0.583011213535393,0.9998095622443756,2.8217014163646663,0.002257141295573551,2.640126895697926,0.9986941449307709,1010.8805172600405,0.5735097565891593,277.15959455276993,4040.881942144566,7.815440772555415,9.409568044168438,0.001535089483554671,1.98667102247578,-0.6204599688252552,0.9998945382698167,2.5908554560267167,0.0016446064189052183,5.003615738549515,0.9975217510344757,1009.5062699808259,0.47670275708353826,277.15505776646677,4033.021464184727,7.81410261613918,9.857305884175048,0.0012213567949694666,2.3506079339838033,-0.5546365641915739,0.9997408761729727,2.9993513108050474,0.0021249902472478925,3.256979263385948,0.9983884854492773,1010.533619424601,0.5557032360418435,277.05249148870325,4038.8774984349584,7.815279815434153,9.521818536278705,0.0014664387629203096,2.082878049883985,-0.6039893472697,0.9998679570830117,2.6921157202397907,0.001642276390449108,5.100224237862834,0.9974739226493123,1009.5146604420843,0.4753138176422332,277.1552207074743,4032.958417530477,7.8140876530537575,9.868745711876343,0.0012114353796146482,2.364107089164629,-0.5529589738550427,0.9997348774517013,3.0044831783871095,67698.58383371573,516083.75,4559013480.0,-1328526.9942541218,175939.75,0.7982048524979083,2.6760643869215928,870.1790626585864,55690.233658502446,1.0184722222222222,6.850401752213646e-05,19167.217618292678,5.640619116092291e-05,14906.338387927932,1.0,57009.677005170524,Positif
148.36026480040573,159.0,154.0,543.1687845078341,23.30598173233288,-0.8683954459841071,3.6370326063085967,0.016980995491376504,4.409060762658518,56.0,245.0,0.15709045655645895,111.0,135.0,162.0,171.0,170.84290954344354,0.9981623348702289,0.0030638257311441023,9.515975390006087,0.991175789165358,539.292306061393,0.45149970714504917,295.6680313098167,2147.653248855582,7.332960376447308,9.584492181093518,0.0008582844189450418,2.646284595579716,-0.4881206873602405,0.9988881104170916,3.8678046680576346,0.0035762989467670097,6.192900133589337,0.9942555670617594,539.0349404515364,0.5007571882374527,295.6532375065239,2149.94686167255,7.33457835237354,9.328707171267824,0.0009773454683722111,2.422518213190832,-0.5285111122579395,0.99938505525468,3.56850518144226,0.0026511565783821564,11.643810702906064,0.9891950595773391,538.8188295092223,0.4120805063844204,295.70353468463287,2143.631507333994,7.331211995370902,9.769913703181956,0.0007694168508781619,2.802923493862197,-0.4586922194696401,0.9985077064064054,4.073870307271375,0.003407714757743785,7.805418294644922,0.9927794296963641,540.4987394633463,0.4834644586007146,295.61172718915185,2154.1895395588217,7.335290355443669,9.44449193463619,0.0009284080536733752,2.530025480672347,-0.5105225955009735,0.9992283766148305,3.748391862794159,0.0026201326416834592,12.421772428884026,0.9884731003259694,538.816714821467,0.4096966753576091,295.70362585895816,2142.8450868569635,7.330760802601124,9.794855915288105,0.0007579673028564193,2.8296711945934883,-0.45475682221240893,0.9984313033924505,4.0804513207227435,94887.0034284077,1984650.5,9432098457.0,-2180648.086510817,409731.5,0.835507325422497,2.2469695229042608,2388.5554960933764,105396.80057169877,1.377491651682507,5.330237988824739e-05,21564.4277792141,4.572423282260953e-05,17704.08274455728,1.0,51581.6997182205,Positif
93.90038195995962,109.0,96.0,346.9439183167666,18.62643063812191,-0.49794188204244366,2.4162923987693476,0.015931691473023552,4.278551417854418,37.0,144.0,0.19836373664661416,65.0,81.0,108.0,115.0,114.80163626335339,0.9971259736200084,0.0020134767909517014,5.97177002881274,0.9913528756727271,345.31559943049615,0.4133788296634139,187.0916516686985,1375.2906276931699,7.146201104291059,9.434244348647496,0.0014424956807046147,2.4807634256588003,-0.46690700107922906,0.998280200346859,2.9850721579285104,0.0023029906958161725,4.3794210715393,0.9936587455221934,345.3118848062495,0.4565785287134001,187.10535031470994,1376.8681181534557,7.148211061418081,9.231916336403557,0.0016264951176847438,2.3052354120295604,-0.49975287821714137,0.9989332828202212,2.710453601932536,0.0017382351731049194,7.43855494135826,0.9892278963844794,345.2693738778562,0.3721691780610021,187.0998154122173,1373.6389405700538,7.144154663583951,9.621899579381134,0.0012713849981191123,2.6430059049239514,-0.4363755157495884,0.9976715018995395,3.209660344114204,0.0022839907345644033,4.470482719251191,0.9935287621603761,345.41171488703185,0.4535492460955026,187.06164525130043,1377.1763768288802,7.148399557853221,9.250432640190166,0.0016064203316932626,2.320757759482656,-0.4968837520348973,0.998895551075496,2.820937983483488,0.0017286905603213104,7.598621383102209,0.9889960986238594,345.26942415084704,0.37121836578375056,187.09979569656628,1373.4790752202898,7.144039134308983,9.632728838615128,0.0012656822753213403,2.6540546261990343,-0.4346158583152893,0.9976204655921794,3.1992367021838146,168837.75218183207,2424568.5,35775429415.5,-4557757.239598548,743669.5,0.8592946207558882,1.8394456430816757,5221.646365517725,230214.9512564669,2.0343859487368614,0.00013631179281192995,8889.039546689088,0.00011727487689214757,7626.688389591912,1.0,16450.595572540315,Positif
148.4854312228849,175.0,153.0,970.2928827677476,31.149524599385906,-0.35848281487530276,2.9431533113734236,0.010257173741174186,4.774758066066851,68.0,255.0,0.209781689306803,100.0,128.0,170.0,181.0,180.7902183106932,0.9989704444274826,0.0021173421839541058,3.4062620158532075,0.9982347281234715,964.9169678899307,0.5446450168754231,295.92486861596416,3856.261609543879,7.863440604835741,9.588637674072974,0.0011309897500599458,2.0717225013267786,-0.60353853288784,0.9998633795015761,3.275353250242511,0.002493623917923199,2.1717082640044385,0.9988752263331943,965.3978965220558,0.5998790287849495,295.9087576261786,3859.419877824228,7.863482327152239,9.333009683919554,0.0012764396969672494,1.8616474120765412,-0.6407868238673138,0.9999246230422292,3.0086238118735396,0.0017830428742283942,4.4827861111111105,0.9976761049037508,964.4983799721995,0.49501763381579117,295.96292500000004,3853.5107337776863,7.8629714515798526,9.813994849568925,0.001001895067696277,2.2532255598343407,-0.5706585972982066,0.9998024347142968,3.4715664730311824,0.0023470871519981635,2.7477870216306166,0.9985766753252134,965.2706337154777,0.5801147667287108,295.8648973932335,3858.3347478402866,7.864315660504786,9.438341245937124,0.001219381738952028,1.954188312315266,-0.6255263932127766,0.9999070943759847,3.1007143023896586,0.0018456147916666664,4.222766666666665,0.9978109059317273,964.5009613499897,0.503568638172241,295.96289444444443,3853.7810787333146,7.862992980106087,9.769204916866292,0.0010262424966242286,2.2178287210809655,-0.577182317173063,0.9998193658737942,3.5205084136756644,197150.2051444793,1226992.25,38284084918.5,-4103854.0076371394,445373.75,0.7825756226245284,2.8336462451757902,2462.4700295232888,145475.71716480324,1.6584907507096016,5.5740565510802335e-05,22500.55204826149,4.395948292872852e-05,17614.95446963017,1.0,64350.87127703514,Positif
145.9049169395184,158.0,150.0,1072.1448596157338,32.74362319010732,-0.42909773515240424,3.258587439860654,0.009744551783064588,4.861614810420815,40.0,252.0,0.22441754450043966,104.0,125.0,167.0,182.0,181.77558245549957,0.999068159353288,0.0012234717991242519,12.428288334086275,0.9941634925945119,1064.949813192181,0.39875499020265975,290.77690767198135,4247.370964434616,7.98645690451716,10.527154147142351,0.0007369814612667054,2.817291471712678,-0.49406856147398026,0.9994520469293262,3.9687994739625174,0.0014498191491478,8.038579803589858,0.996227174220193,1065.3261338779084,0.4492618371027075,290.77138327641063,4253.265955707946,7.987905572337392,10.260795064947063,0.0008538347867839039,2.5803711007355337,-0.5322087465372484,0.9997065948713304,3.6111172477100264,0.0010292497523659023,15.757922041004864,0.9925953315456513,1064.0531806493746,0.35438416174456705,290.81259993604095,4240.45480055653,7.984985890576452,10.749241885170482,0.0006374178541038669,3.0116095360096313,-0.4621825912907125,0.9992182751050553,4.19805056800681,0.0013613248932582878,9.539189956022131,0.9955272355738676,1066.3640030194183,0.4306591152608135,290.7111150517804,4255.916822121668,7.988089379640329,10.366591518808567,0.0008069428218313641,2.6722988624045816,-0.517231823082899,0.9996385156821294,3.875913357666448,0.0010534934017250178,16.377461535728244,0.9923042290383358,1064.0559352220225,0.36071484670255094,290.81253242369337,4239.846279352321,7.9848467755144705,10.731988119643287,0.0006497303823476869,3.0048863877009646,-0.4646510849850612,0.9992448020587896,4.190116722466785,113135.06873438197,3500024.25,15193504188.0,-2994235.112091057,646680.75,0.8654009771162298,1.8794173550789408,2149.3730926321277,162350.32370516378,1.6928645142267431,5.991190969118994e-05,22178.932410332218,5.155400061820703e-05,19380.490167010023,1.0,40321.02865067027,Positif
